,success,NetworkStrength,ClientTenure,Employees,state,Industry,population,tot_payroll_q1,tot_payroll_annual,tot_employers,company_size,income_cat
2522,0,0.3749,9,57,TX,I26,2368139.0,457627.0,1831103.0,1717.0,Medium,Upper Middle
2527,1,0.2923,4,16,DC,I14,601723.0,430494.0,1635380.0,1552.0,Small,Upper Middle
2531,0,0.4868,1,7,OR,Unknown,735334.0,135118.0,583271.0,1182.0,Micro,Lower-Middle
2535,0,-0.6033,2,15,WI,I27,248007.0,172000.0,711711.0,731.0,Small,Middle
2556,0,0.1007,4,22,MO,I20,998954.0,185708.0,762283.0,1106.0,Small,Middle
2565,0,-0.2453,12,30,PA,I17,498886.0,21251.0,85746.0,158.0,Small,Low
2572,0,0.5411,20,46,CA,I27,9818605.0,1789.0,7569.0,6.0,Small,Low
2585,0,0.0112,5,27,MI,I11,280895.0,140380.0,507758.0,842.0,Small,Lower-Middle
2602,0,-0.2049,6,365,IL,I18,33476.0,7918.0,30682.0,20.0,Large,Low
2609,1,-0.1704,10,31,NC,I14,900993.0,312674.0,1271743.0,1878.0,Small,Upper Middle
2618,1,0.9627,1,19,MI,Unknown,111408.0,44757.0,197080.0,293.0,Small,Low
2630,0,-0.7166,1,1765,ID,I20,188923.0,9953.0,39241.0,68.0,Large,Low
2637,0,-0.0766,1,10,MI,Unknown,86986.0,133582.0,583646.0,1165.0,Micro,Lower-Middle
2638,0,-0.2097,3,10,PA,I02,1223348.0,465021.0,1771778.0,1171.0,Micro,Upper Middle
2641,0,0.6284,8,4,CA,Unknown,3095313.0,426869.0,1776299.0,1708.0,Micro,Upper Middle
2650,0,1.361,1,12,CA,Unknown,136484.0,361212.0,1525585.0,1771.0,Small,Upper Middle
2654,0,-0.7957,4,16,AL,I19,412992.0,14798.0,62235.0,78.0,Small,Low
2656,0,0.9319,1,24,CO,I20,294567.0,302021.0,1160993.0,1331.0,Small,Upper Middle
2663,1,0.5978,2,47,MI,I21,88319.0,88473.0,368764.0,772.0,Small,Lower-Middle
2665,0,0.32,30,15,TN,I25,626681.0,1044831.0,4406971.0,2570.0,Small,Upper
2672,0,0.3918,6,39,NY,I11,1585873.0,2696949.0,10437332.0,7277.0,Small,Upper
2686,0,0.0246,7,121,LA,I15,233740.0,352820.0,1379488.0,1661.0,Medium,Upper Middle
2690,0,0.3866,20,114,MN,I20,508640.0,74016.0,299422.0,398.0,Medium,Lower-Middle
2691,1,1.6181,1,30,GA,Unknown,29966.0,34536.0,140360.0,493.0,Small,Low
2697,0,-0.3541,7,28,IL,I20,295266.0,59401.0,240930.0,422.0,Small,Low
2736,0,1.0216,5,410,MS,I22,19198.0,37569.0,165233.0,320.0,Large,Low
2739,0,-0.3,28,30,IA,I20,131090.0,98684.0,407805.0,598.0,Small,Lower-Middle
2761,0,0.4215,41,98,SC,I12,384504.0,299205.0,1154122.0,662.0,Medium,Upper Middle
2770,1,0.6907,1,39,MI,I22,1202362.0,107866.0,457798.0,921.0,Small,Lower-Middle
2780,0,0.3749,9,10,TX,I27,2368139.0,138186.0,547520.0,1117.0,Micro,Lower-Middle
2781,0,0.5027,3,25,CA,I27,177223.0,125122.0,544391.0,1080.0,Small,Lower-Middle
2788,0,0.7381,8,56,CA,I20,483878.0,435388.0,1766370.0,1452.0,Medium,Upper Middle
2789,0,0.3413,1,19,TX,I23,1024266.0,266477.0,1039961.0,725.0,Small,Middle
2795,0,-0.2816,28,146,WI,I01,488073.0,245833.0,961868.0,510.0,Medium,Middle
2807,0,0.4552,6,57,OR,I20,315335.0,3598.0,16478.0,71.0,Medium,Low
2812,0,0.1653,25,46,SC,I20,22621.0,16185.0,63935.0,74.0,Small,Low
2816,0,0.2401,1,14,NC,I11,919628.0,2125896.0,6178994.0,1411.0,Small,Upper
2817,0,0.6907,7,2,MI,I07,1202362.0,711268.0,2811128.0,1867.0,Micro,Upper
2835,0,0.3381,3,28,IN,I20,197559.0,63683.0,258864.0,184.0,Small,Low
2846,0,-0.0701,12,77,PA,Unknown,365169.0,80902.0,371034.0,423.0,Medium,Lower-Middle
2859,0,0.7075,34,2202,FL,I25,1748066.0,228616.0,918659.0,1655.0,Large,Middle
2862,0,0.5835,1,109,IN,I12,903393.0,311586.0,1202174.0,1392.0,Medium,Upper Middle
2866,0,0.3849,32,102,MI,I27,1820584.0,463682.0,1831250.0,1598.0,Medium,Upper Middle
2875,0,-0.2278,28,33,DE,I13,538479.0,919691.0,3162194.0,2120.0,Small,Upper
2878,0,-0.1531,2,46,MO,I20,75990.0,152927.0,624024.0,851.0,Small,Middle
2881,0,0.6814,5,17,MI,I22,70648.0,76860.0,327930.0,592.0,Small,Lower-Middle
2891,0,0.4125,1,19,CA,Unknown,1781642.0,3004705.0,11772376.0,1959.0,Small,Upper
2899,0,0.1056,5,19,IL,I27,703462.0,340853.0,1382721.0,1488.0,Small,Upper Middle
2900,0,-0.4004,22,7,PA,I19,434972.0,150789.0,634850.0,413.0,Micro,Middle
2909,0,0.3749,3,107,TX,I22,2368139.0,233901.0,981050.0,1278.0,Medium,Middle
2913,1,0.5401,21,16,NM,I11,662564.0,262230.0,1074993.0,2022.0,Small,Upper Middle
2915,1,0.3749,2,43,TX,I12,2368139.0,613495.0,2412839.0,1456.0,Small,Upper
2951,0,0.4332,3,49,VA,I21,1081726.0,2234652.0,8393330.0,1948.0,Small,Upper
2959,0,0.3211,13,20,WI,I23,70019.0,199616.0,770753.0,856.0,Small,Middle
2967,0,0.3413,2,40,TX,Unknown,1024266.0,280101.0,1207492.0,1385.0,Small,Upper Middle
2977,0,0.8253,18,162,OH,I13,1280122.0,416463.0,1644682.0,1126.0,Medium,Upper Middle
2981,0,0.3394,13,9,NE,I15,517110.0,79171.0,334178.0,571.0,Micro,Lower-Middle
2985,1,0.6106,3,149,MI,I20,200169.0,3811.0,16635.0,85.0,Medium,Low
3006,1,-0.587,4,26,TX,I12,340223.0,83316.0,348899.0,425.0,Small,Lower-Middle
3015,0,-0.1124,21,57,MN,I27,1152425.0,102165.0,405293.0,449.0,Medium,Lower-Middle
3023,0,0.7818,7,12,OH,Unknown,535153.0,178473.0,707184.0,844.0,Small,Middle
3040,0,0.5041,10,22,MN,I20,91042.0,235671.0,1044594.0,701.0,Small,Middle
3042,1,0.3904,2,44,CA,Unknown,220000.0,178563.0,741384.0,1238.0,Small,Middle
3051,0,0.1056,28,38,IL,I13,5194675.0,987970.0,3109858.0,1089.0,Small,Upper
3066,0,0.1337,9,51,IL,I13,677560.0,128005.0,562903.0,973.0,Medium,Lower-Middle
3086,0,0.2785,10,28,PA,I11,1526006.0,2606715.0,8728343.0,2699.0,Small,Upper
3087,0,0.3749,2,160,TX,I11,2368139.0,482186.0,1835387.0,1497.0,Medium,Upper Middle
3110,1,0.6721,4,64,OH,I20,541781.0,277472.0,1130709.0,789.0,Medium,Upper Middle
3114,0,0.8779,3,131,NY,I21,468730.0,78855.0,326042.0,415.0,Medium,Lower-Middle
3122,0,-0.4251,2,11,MO,I27,75674.0,156853.0,629259.0,979.0,Small,Middle
3151,0,-0.1704,7,27,NC,I12,900993.0,312674.0,1271743.0,1878.0,Small,Upper Middle
3152,0,0.4125,19,7,CA,I13,1781642.0,417501.0,1769183.0,1018.0,Micro,Upper Middle
3153,0,-0.4309,14,27,AL,I25,658466.0,128655.0,538938.0,376.0,Small,Lower-Middle
3157,0,-0.5895,3,5,NC,I12,267587.0,129416.0,520752.0,694.0,Micro,Lower-Middle
3158,0,0.4554,2,40,MO,I13,319294.0,400080.0,1629763.0,482.0,Small,Upper Middle
3160,0,0.6859,4,18,MI,Unknown,840978.0,293860.0,1261965.0,767.0,Small,Upper Middle
3171,0,0.6907,31,40,MI,I14,1202362.0,590687.0,1964381.0,700.0,Small,Upper
3209,1,0.7062,2,29,GA,I27,691893.0,85319.0,338769.0,663.0,Small,Lower-Middle
3211,0,-0.4998,9,8,IL,I09,135394.0,125731.0,548601.0,687.0,Micro,Lower-Middle
3219,0,0.5411,4,482,CA,I14,9818605.0,530053.0,2174550.0,1368.0,Large,Upper
3229,0,-0.6804,2,15,TX,I17,26405.0,2292.0,9235.0,22.0,Small,Low
3235,1,0.4801,4,15,SC,I20,226073.0,42192.0,181323.0,612.0,Small,Low
3270,0,0.1056,4,230,IL,I20,5194675.0,218275.0,870447.0,903.0,Medium,Middle
3278,0,0.7903,14,9,GA,I21,110527.0,182656.0,777949.0,1034.0,Micro,Middle
3282,1,0.4685,2,51,IN,I20,47051.0,49524.0,209140.0,233.0,Medium,Low
3285,1,0.3394,8,31,NE,I26,517110.0,316514.0,1291762.0,706.0,Small,Upper Middle
3316,0,-0.3161,7,164,ND,I24,149778.0,379734.0,1567543.0,1275.0,Medium,Upper Middle
3318,0,0.3413,12,10,TX,I23,1024266.0,197876.0,849111.0,1049.0,Micro,Middle
3321,0,0.1523,16,19,NV,I19,48818.0,171085.0,686694.0,825.0,Small,Middle
3328,0,-0.5179,9,15,WI,I19,26664.0,29388.0,120161.0,230.0,Small,Low
3332,0,0.1056,34,19,IL,I22,5194675.0,260522.0,1134673.0,1264.0,Small,Upper Middle
3336,0,0.5766,3,76,OH,I19,1163414.0,1601754.0,5366174.0,2596.0,Medium,Upper
3341,1,-0.3161,7,18,ND,I23,149778.0,400169.0,1609982.0,1948.0,Small,Upper Middle
3350,0,0.1815,7,2,IL,I11,916924.0,641048.0,2413568.0,1929.0,Micro,Upper
3358,0,-0.4858,25,41,NC,I25,83029.0,25105.0,102576.0,304.0,Small,Low
3369,0,0.1815,7,25,IL,I20,916924.0,199315.0,806793.0,1038.0,Small,Middle
3377,0,0.7062,10,94,GA,I21,920581.0,1367748.0,4527711.0,1546.0,Medium,Upper
3381,0,0.8472,27,170,OH,I20,172332.0,212396.0,900589.0,1626.0,Medium,Middle
3398,0,-0.3588,2,23,LA,I13,343829.0,134702.0,377978.0,76.0,Small,Lower-Middle
3416,0,0.3918,2,770,NY,I10,1585873.0,3182624.0,11580193.0,6585.0,Large,Upper
3424,0,1.157,2,24,GA,I20,127317.0,98014.0,412696.0,1078.0,Small,Lower-Middle
3440,0,0.2936,2,148,ID,I21,77230.0,201962.0,847406.0,2045.0,Medium,Middle
3464,1,0.3413,1,12,TX,Unknown,1024266.0,1024684.0,4035526.0,2507.0,Small,Upper
3469,1,-0.2097,3,59,PA,I20,1223348.0,80755.0,345820.0,569.0,Medium,Lower-Middle
3470,0,-0.3544,2,25,WI,I19,98736.0,35559.0,151153.0,197.0,Small,Low
3471,0,0.677,19,13,CA,I11,3010232.0,89506.0,343659.0,807.0,Small,Lower-Middle
3478,0,0.2401,5,23,NV,I24,1951269.0,150895.0,634476.0,1316.0,Small,Middle
3479,0,0.2339,2,92,OR,Unknown,529710.0,221952.0,823532.0,1110.0,Medium,Middle
3494,0,0.2785,5,25,PA,I12,1526006.0,134778.0,572945.0,609.0,Small,Lower-Middle
3498,1,0.9787,12,17,MS,I07,95203.0,244461.0,970417.0,1477.0,Small,Middle
3501,0,-0.449,3,655,MO,I01,65359.0,99591.0,407034.0,794.0,Large,Lower-Middle
3517,0,-0.2294,7,93,ND,I26,4153.0,3346.0,14898.0,19.0,Medium,Low
3521,0,0.7062,1,1194,GA,Unknown,691893.0,456118.0,1601960.0,672.0,Large,Upper Middle
3524,0,-0.0594,22,856,PA,I20,519445.0,517126.0,2081594.0,2099.0,Large,Upper
3529,0,0.5411,9,160,CA,Unknown,9818605.0,203449.0,788850.0,589.0,Medium,Middle
3531,0,0.2401,8,281,NC,I27,919628.0,355685.0,1355200.0,1322.0,Large,Upper Middle
3547,0,-0.6612,1,216,NM,Unknown,27213.0,0.0,0.0,5.0,Medium,Low
3555,0,-0.5875,3,55,AR,I11,221339.0,657022.0,1992389.0,1807.0,Medium,Upper
3556,0,0.1007,2,13,MO,I09,998954.0,427327.0,1670706.0,1236.0,Small,Upper Middle
3557,0,0.7132,22,9,MI,I27,602622.0,237362.0,786321.0,749.0,Micro,Middle
3562,0,-0.2462,11,38,WI,Unknown,389891.0,422749.0,1713823.0,1629.0,Small,Upper Middle
3572,1,0.0978,21,31,SC,I27,451225.0,158980.0,627385.0,999.0,Small,Middle
3593,1,0.1056,38,61,IL,Unknown,916924.0,292005.0,1168457.0,1428.0,Medium,Upper Middle
3607,0,-0.3541,8,13,IL,I13,295266.0,38684.0,161585.0,333.0,Small,Low
3624,1,-0.8071,1,43,TX,Unknown,209714.0,175947.0,744196.0,1527.0,Small,Middle
3625,0,0.7132,22,304,MI,Unknown,602622.0,338983.0,1386001.0,1414.0,Large,Upper Middle
3635,1,0.3413,3,25,TX,I13,1024266.0,942202.0,3788470.0,2354.0,Small,Upper
3637,0,0.1056,26,28,IL,I20,5194675.0,199068.0,807234.0,733.0,Small,Middle
3645,0,0.5411,5,130,CA,I20,9818605.0,271302.0,1079795.0,1022.0,Medium,Upper Middle
3646,0,-0.2724,18,28,CA,I27,252409.0,97647.0,409549.0,723.0,Small,Lower-Middle
3666,1,0.2923,21,91,DC,I27,601723.0,1655187.0,6164841.0,2298.0,Medium,Upper
3687,0,0.7132,4,19,MI,I19,602622.0,129766.0,511673.0,497.0,Small,Lower-Middle
3692,1,0.1056,21,83,IL,I19,5194675.0,75039.0,318719.0,743.0,Medium,Lower-Middle
3693,1,0.1056,3,23,IL,I27,916924.0,188485.0,774170.0,980.0,Small,Middle
3696,1,0.5276,25,69,WI,I01,114638.0,16848.0,75070.0,250.0,Medium,Low
3697,0,0.2655,10,20,MN,I20,398552.0,183184.0,790789.0,1337.0,Small,Middle
3703,0,-0.8504,8,45,TX,I22,92565.0,133120.0,579055.0,999.0,Small,Lower-Middle
3704,0,0.0818,2,36,IN,Unknown,33292.0,93161.0,377527.0,511.0,Small,Lower-Middle
3722,0,0.1011,7,28,TX,I15,4092459.0,833526.0,3286499.0,2468.0,Small,Upper
3736,0,0.2252,4,13,IL,I22,308760.0,189693.0,795865.0,1634.0,Small,Middle
3744,0,0.32,7,10,TN,I13,626681.0,186106.0,700658.0,360.0,Micro,Middle
3762,0,0.4928,23,162,TX,Unknown,38066.0,31844.0,129318.0,336.0,Medium,Low
3775,0,0.58,8,19,GA,I21,100157.0,190287.0,777799.0,1231.0,Small,Middle
3782,1,0.0978,2,14,SC,I11,451225.0,572277.0,2240938.0,1566.0,Small,Upper
3785,0,0.1126,11,507,IN,I24,355329.0,194700.0,750219.0,737.0,Large,Middle
3796,0,0.2884,28,57,KS,I21,544179.0,381481.0,1521906.0,524.0,Medium,Upper Middle
3802,0,1.4919,2,38,GA,I02,214346.0,129874.0,550811.0,1591.0,Small,Lower-Middle
3812,0,0.2923,28,25,DC,I23,601723.0,76779.0,313790.0,754.0,Small,Lower-Middle
3813,0,0.1805,23,68,TX,I23,1809034.0,153154.0,615469.0,882.0,Medium,Middle
3823,0,0.3749,21,22,TX,I27,2368139.0,291509.0,1172988.0,613.0,Small,Upper Middle
3835,0,0.3413,3,71,TX,I27,1024266.0,344817.0,1451385.0,740.0,Medium,Upper Middle
3847,0,0.7499,3,88,MI,I20,16427.0,3816.0,14276.0,63.0,Medium,Low
3850,0,0.1056,1,1,IL,Unknown,677560.0,20864.0,88744.0,283.0,Micro,Low
3857,0,0.227,2,31,MI,I27,172188.0,106641.0,432945.0,720.0,Small,Lower-Middle
3864,0,0.4496,7,19,CA,I24,718451.0,3320552.0,13140324.0,1678.0,Small,Upper
3883,0,0.1056,10,47,IL,I22,677560.0,105475.0,446094.0,1042.0,Small,Lower-Middle
3899,0,0.2923,11,36,DC,I11,601723.0,185824.0,790532.0,443.0,Small,Middle
3906,0,-0.7338,8,24,TX,I22,121073.0,128370.0,522785.0,693.0,Small,Lower-Middle
3912,0,0.3918,18,436,NY,I19,1585873.0,530960.0,1618941.0,72.0,Large,Upper Middle
3913,0,-0.1424,9,22,IL,I27,703462.0,291905.0,1189219.0,1316.0,Small,Upper Middle
3915,0,0.4187,6,15,MD,I27,863420.0,340353.0,1306131.0,959.0,Small,Upper Middle
3937,0,-0.8504,2,9,TX,Unknown,92565.0,133120.0,579055.0,999.0,Micro,Lower-Middle
3944,0,0.5768,3,35,NY,I27,1339532.0,404713.0,1649813.0,553.0,Small,Upper Middle
3945,1,0.7132,7,49,MI,I20,602622.0,607923.0,2498622.0,1328.0,Small,Upper
3959,0,-0.0432,6,13,IL,Unknown,269282.0,20823.0,91098.0,242.0,Small,Low
3967,0,-0.3407,42,57,GA,I12,265128.0,2573.0,10835.0,14.0,Medium,Low
3972,0,0.24,28,42,NC,I20,141752.0,7713.0,33142.0,32.0,Small,Low
3987,0,0.3413,28,28,TX,I02,1024266.0,280101.0,1207492.0,1385.0,Small,Upper Middle
3995,0,-0.1118,5,3,MD,I02,146551.0,40863.0,163743.0,431.0,Micro,Low
3998,1,0.3749,3,66,TX,I20,2368139.0,85832.0,362900.0,754.0,Medium,Lower-Middle
4000,0,0.1942,1,44,IN,Unknown,496005.0,207636.0,795101.0,692.0,Small,Middle
4006,1,1.4919,12,42,GA,I15,920581.0,151108.0,617799.0,1862.0,Small,Middle
4009,0,0.1056,10,35,IL,I27,5194675.0,316887.0,1046689.0,1526.0,Small,Upper Middle
4049,0,-0.4749,3,114,MO,I20,89201.0,46285.0,186434.0,279.0,Medium,Low
4057,0,-0.8687,4,27,MN,I27,64142.0,106261.0,457204.0,721.0,Small,Lower-Middle
4060,1,0.6907,2,18,MI,I22,1202362.0,559210.0,2328733.0,1783.0,Small,Upper
4064,1,0.6284,2,55,CA,I27,3095313.0,3040330.0,11889194.0,3087.0,Medium,Upper
4067,0,0.1147,1,27,FL,Unknown,321520.0,195555.0,833698.0,853.0,Small,Middle
4076,0,0.1787,14,10,TX,I27,455746.0,92345.0,380186.0,489.0,Micro,Lower-Middle
4083,0,-0.4174,13,32,IL,I22,16430.0,2125.0,10695.0,36.0,Small,Low
4084,0,-0.7931,35,162,WI,I09,195408.0,30613.0,128876.0,357.0,Medium,Low
4122,0,-0.7147,1,26,MN,I27,150642.0,26228.0,107862.0,162.0,Small,Low
4136,0,0.32,3,49,TN,I11,183182.0,924498.0,3550991.0,2603.0,Small,Upper
4147,0,-0.6094,9,101,MN,I27,200226.0,173074.0,692440.0,737.0,Medium,Middle
4151,0,0.7132,10,57,MI,I07,602622.0,33793.0,149642.0,440.0,Medium,Low
4157,0,-0.8504,2,12,TX,I22,92565.0,91783.0,391499.0,733.0,Small,Lower-Middle
4171,1,0.0401,4,19,IN,I20,20836.0,33860.0,148798.0,364.0,Small,Low
4193,0,0.6212,14,12,OH,I27,124475.0,539.0,2383.0,26.0,Small,Low
4197,0,0.7075,12,18,FL,I27,1748066.0,397902.0,1524133.0,1912.0,Small,Upper Middle
4211,1,0.2514,2,24,FL,I23,618754.0,158631.0,569196.0,600.0,Small,Lower-Middle
4216,1,0.7132,31,19,MI,I19,602622.0,209313.0,879786.0,909.0,Small,Middle
4220,1,-0.3161,7,91,ND,I16,149778.0,138292.0,581669.0,822.0,Medium,Lower-Middle
4228,0,-0.3611,1,123,LA,Unknown,432552.0,177019.0,708232.0,1213.0,Medium,Middle
4229,0,0.6609,8,13,NY,Unknown,200600.0,5945.0,23563.0,84.0,Small,Low
4233,0,0.2401,3,15,NC,I19,919628.0,358055.0,1540127.0,1258.0,Small,Upper Middle
4235,0,0.2208,2,26,TN,I19,432226.0,255040.0,955175.0,644.0,Small,Middle
4237,1,0.1016,48,62,OH,I13,230041.0,150507.0,608357.0,1148.0,Medium,Middle
4257,0,-0.0574,35,44,PA,I20,365169.0,124504.0,525445.0,770.0,Small,Lower-Middle
4278,1,0.1011,3,55,TX,I09,4092459.0,599722.0,2430586.0,1533.0,Medium,Upper
4284,0,-0.2305,7,10,KS,Unknown,498365.0,70186.0,275514.0,582.0,Micro,Lower-Middle
4294,0,-0.8657,4,49,NC,I02,488406.0,346161.0,1305108.0,985.0,Small,Upper Middle
4296,0,-0.3149,25,69,MO,I24,14358.0,10430.0,46219.0,135.0,Medium,Low
4305,0,0.7324,5,25,IN,I23,164343.0,215724.0,871754.0,1354.0,Small,Middle
4330,1,0.3749,40,44,TX,I12,2368139.0,231092.0,960380.0,1359.0,Small,Middle
4345,0,0.5957,3,18,CA,I27,823318.0,289088.0,1229178.0,1539.0,Small,Upper Middle
4351,0,0.5027,3,39,CA,I27,177223.0,138338.0,573365.0,936.0,Small,Lower-Middle
4352,0,0.4454,2,16,CA,I27,423895.0,306643.0,1295845.0,2121.0,Small,Upper Middle
4365,0,-0.0179,6,11,SD,Unknown,100948.0,117450.0,490486.0,1230.0,Small,Lower-Middle
4380,1,0.2197,9,13,VA,I11,204214.0,745869.0,2464076.0,975.0,Small,Upper
4420,1,0.3749,3,112,TX,I27,2368139.0,423532.0,1723441.0,1231.0,Medium,Upper Middle
4424,0,0.5984,6,27,AK,I23,97581.0,182936.0,789449.0,1159.0,Small,Middle
4444,0,0.8253,2,50,OH,I22,1280122.0,75232.0,294525.0,506.0,Small,Lower-Middle
4457,0,-0.8657,3,13,NC,I13,488406.0,334852.0,1339489.0,1178.0,Small,Upper Middle
4461,1,0.6907,4,151,MI,I20,1202362.0,170699.0,713627.0,330.0,Medium,Middle
4463,1,-0.1124,2,36,MN,I20,1152425.0,385227.0,1434684.0,948.0,Small,Upper Middle
4481,0,0.5411,17,29,CA,Unknown,9818605.0,229092.0,832084.0,1462.0,Small,Middle
4495,0,0.3749,4,20,TX,I14,2368139.0,1115.0,5204.0,10.0,Small,Low
4506,1,0.237,26,20,PA,Unknown,799874.0,269795.0,1050410.0,1057.0,Small,Upper Middle
4521,1,0.1056,1,30,IL,Unknown,5194675.0,153403.0,624877.0,1471.0,Small,Middle
4529,1,0.292,1,22,AZ,Unknown,3817117.0,35918.0,159250.0,655.0,Small,Low
4534,0,-0.4251,7,1712,MO,I27,75674.0,156853.0,629259.0,979.0,Large,Middle
4536,0,0.6907,47,10,MI,I22,1202362.0,65367.0,288594.0,593.0,Micro,Lower-Middle
4542,0,0.4868,1,10,OR,Unknown,735334.0,407594.0,1520356.0,952.0,Micro,Upper Middle
4555,1,-0.274,1,18,TX,Unknown,64804.0,29688.0,129582.0,299.0,Small,Low
4568,0,0.1056,2,99,IL,I20,5194675.0,122767.0,523617.0,997.0,Medium,Lower-Middle
4571,0,-0.528,10,37,IL,I12,52919.0,106767.0,435289.0,775.0,Small,Lower-Middle
4587,0,-0.0969,28,1247,IN,I25,41889.0,173177.0,700510.0,737.0,Large,Middle
4588,0,-0.4831,29,28,GA,I27,17212.0,17570.0,76348.0,248.0,Small,Low
4595,0,0.8067,26,114,MI,I27,280895.0,1003.0,3839.0,16.0,Medium,Low
4597,1,0.8138,21,44,GA,I15,688078.0,136388.0,540819.0,379.0,Small,Lower-Middle
4605,0,0.8537,6,68,CA,I19,1510271.0,693037.0,2779117.0,1231.0,Medium,Upper
4615,0,0.227,24,76,MI,I20,172188.0,106641.0,432945.0,720.0,Medium,Lower-Middle
4634,0,0.292,3,85,AZ,Unknown,3817117.0,235279.0,1041995.0,1179.0,Medium,Middle
4635,0,0.4125,1,36,CA,Unknown,1781642.0,281694.0,1188474.0,1386.0,Small,Upper Middle
4647,0,0.819,29,129,GA,I27,805321.0,604396.0,2353366.0,1659.0,Medium,Upper
4651,1,0.9234,2,43,MN,I25,20087.0,3294.0,16006.0,53.0,Small,Low
4654,1,0.7129,1,86,MI,I19,1820584.0,444641.0,1697118.0,1205.0,Medium,Upper Middle
4670,0,0.2225,5,18,MD,I19,805029.0,62152.0,260646.0,643.0,Small,Low
4673,1,0.4187,4,62,MD,I11,863420.0,226158.0,900340.0,650.0,Medium,Middle
4710,1,0.819,4,16,GA,I27,920581.0,763650.0,2673129.0,2417.0,Small,Upper
4728,0,0.32,3,11,TN,I27,626681.0,264167.0,949586.0,267.0,Small,Middle
4736,0,0.292,18,18,AZ,I09,3817117.0,83852.0,364060.0,891.0,Small,Lower-Middle
4741,1,-0.4831,1,29,GA,I27,109233.0,9341.0,39498.0,142.0,Small,Low
4763,0,0.5276,12,12,WI,I19,114638.0,118668.0,495677.0,660.0,Small,Lower-Middle
4779,0,0.7941,2,245,OH,I21,238823.0,191443.0,789181.0,1427.0,Medium,Middle
4782,0,-0.0939,7,13,OH,I23,106331.0,149412.0,555183.0,389.0,Small,Lower-Middle
4787,0,-0.4309,23,30,AL,I23,658466.0,341346.0,1283356.0,1049.0,Small,Upper Middle
4797,0,0.2401,2,9,NV,I20,1951269.0,94326.0,401845.0,661.0,Micro,Lower-Middle
4800,0,0.1805,3,44,TX,I09,1809034.0,229436.0,862916.0,241.0,Small,Middle
4803,0,-0.6094,20,51,MN,I09,200226.0,84795.0,332072.0,293.0,Medium,Lower-Middle
4804,0,0.6136,11,35,OH,I19,375586.0,4030.0,17672.0,45.0,Small,Low
4806,0,0.4215,5,567,SC,I01,384504.0,435292.0,1686183.0,1877.0,Large,Upper Middle
4809,0,-0.3581,5,24,PA,I27,127089.0,56162.0,240715.0,380.0,Small,Low
4813,1,-0.6195,3,46,WI,I23,98736.0,237177.0,954097.0,1402.0,Small,Middle
4829,0,-0.1702,1,60,WI,Unknown,160331.0,156781.0,638501.0,833.0,Medium,Middle
4849,1,0.1056,26,23,IL,I14,5194675.0,1585738.0,5972003.0,2115.0,Small,Upper
4862,0,0.8138,4,18,GA,Unknown,688078.0,2060997.0,7256682.0,2643.0,Small,Upper
4871,0,0.5411,1,74,CA,Unknown,9818605.0,575709.0,2461083.0,1238.0,Medium,Upper
4875,0,1.3621,16,8,CA,Unknown,413344.0,56074.0,263440.0,372.0,Micro,Low
4881,1,0.5957,3,7,CA,I15,823318.0,401955.0,1661285.0,2550.0,Micro,Upper Middle
4899,1,0.7062,25,268,GA,I25,691893.0,302826.0,1138839.0,1078.0,Large,Upper Middle
4921,1,0.3749,18,58,TX,I13,2368139.0,2376640.0,8179716.0,2306.0,Medium,Upper
4927,0,0.2923,1,68,DC,Unknown,601723.0,1356521.0,5457538.0,2768.0,Medium,Upper
4929,0,-0.9138,1,279,WI,Unknown,176695.0,12883.0,39182.0,29.0,Large,Low
4931,0,-0.8657,2,28,NC,I19,488406.0,272908.0,1123318.0,1526.0,Small,Upper Middle
4943,0,0.5411,2,27,CA,Unknown,9818605.0,345569.0,1438109.0,953.0,Small,Upper Middle
4954,0,-0.4597,1,40,IL,Unknown,295266.0,181658.0,726044.0,894.0,Small,Middle
4966,0,0.0257,3,25,FL,I02,543376.0,50183.0,197813.0,408.0,Small,Low
4979,1,0.1132,1,34,IL,Unknown,677560.0,78267.0,328623.0,472.0,Small,Lower-Middle
4983,0,0.7062,1,11,GA,Unknown,691893.0,325214.0,1233313.0,1476.0,Small,Upper Middle
4993,0,-0.5635,7,19,SD,I27,169468.0,244292.0,987151.0,913.0,Small,Middle
5002,0,0.3749,5,10,TX,I11,2368139.0,664862.0,2577467.0,1463.0,Micro,Upper
5005,0,0.3197,4,39,FL,I27,1145956.0,174645.0,723106.0,1282.0,Small,Middle
5006,0,-0.3611,7,19,LA,I03,432552.0,351826.0,1405943.0,1770.0,Small,Upper Middle
5017,0,0.4146,5,21,FL,I24,864263.0,205972.0,714199.0,900.0,Small,Middle
5025,0,-0.7931,21,18,WI,I20,389891.0,57272.0,243956.0,539.0,Small,Low
5034,0,-0.3541,2,29,IL,I20,295266.0,118621.0,478150.0,489.0,Small,Lower-Middle
5070,0,-0.6333,15,65,AL,I21,50251.0,7529.0,31890.0,64.0,Medium,Low
5085,0,-0.1124,19,32,MN,I22,1152425.0,978339.0,3131750.0,1177.0,Small,Upper
5096,0,-0.1124,1,3,MN,Unknown,1152425.0,334606.0,1454013.0,1546.0,Micro,Upper Middle
5106,0,0.1789,4,25,MO,I15,275174.0,385899.0,1587460.0,1192.0,Small,Upper Middle
